title,url,gender,description,top_notes,middle_notes,base_notes,main_accords,gender_ratings,seasonal_ratings,price_ratings,image_url,scrape_duration_seconds,volume
Chloé Eau de Parfum Chloé,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html,for women,"The new eponymous eau de parfum by Chloe is quite a departure from the once-popular tuberose composition of the same name. A light and fresh yet seductively strong and self-possessed scent, the new Chloe fragrance is in no way its predecessor's timid younger sister.

Just like all Chloe's bold, arty and free-spirited designs, the fragrance is feminine in a rather non-traditional, not all-out-girly way. Its accords expertly play against each other and they seduce the audience by being both elegant and daring at the same time.

The fragrance is very versatile, it is intended for everyday use and is more than suitable for becoming someone's unique signature scent. Chloe edp was launched in 2008.","Peony, Litchi, Freesia","Rose, Lily-of-the-Valley, Magnolia","Virginia Cedar, Amber","{""floral"": 10.0, ""rose"": 8.7, ""fresh"": 6.9, ""fruity"": 4.5, ""white floral"": 4.4}","{""female"": 4447, ""more_female"": 357, ""unisex"": 103, ""more_male"": 7, ""male"": 10}","{""winter"": 35.06, ""spring"": 92.79, ""summer"": 56.38, ""fall"": 50.65, ""day"": 100.0, ""night"": 31.05}","{""way overpriced"": 190, ""overpriced"": 851, ""ok"": 2456, ""good value"": 827, ""great value"": 135}",https://fimgs.net/mdimg/perfume/375x500.1733.jpg,32.86,200
Choco Cult Paris Corner,https://www.fragrantica.com/perfume/Paris-Corner/Choco-Cult-108396.html#cc2606352,unisex,"A gourmand fragrance featuring a decadent blend of caramel, chocolate, and creamy vanilla. The opening combines citrusy bergamot and orange with sweet caramel, leading to a heart of cocoa, coconut, and butter accented by fruity blackcurrant and peach. The base settles into a warm, musky finish with sandalwood and vanilla, creating a rich yet balanced sensory experience.","Bergamot, Caramel, Orange","Chocolate, Cocoa, Coconut, Butter, Blackcurrant, Peach","Vanilla, Sandalwood, Musk","{""sweet"": 10.0, ""cacao"": 8.7, ""warm spicy"": 8.5, ""citrus"": 7.7, ""fruity"": 6.8, ""chocolate"": 6.5, ""vanilla"": 6.4, ""coconut"": 6.2, ""caramel"": 5.9, ""powdery"": 5.7}","{""female"": 1, ""more_female"": 0, ""unisex"": 5, ""more_male"": 1, ""male"": 0}","{""winter"": 88.89, ""spring"": 66.67, ""summer"": 55.56, ""fall"": 100.0, ""day"": 66.67, ""night"": 55.56}","{""way overpriced"": 0, ""overpriced"": 0, ""ok"": 1, ""good value"": 3, ""great value"": 2}",https://fimgs.net/mdimg/perfume-thumbs/375x500.108396.jpg,39.71,50
Citrus Ginger Dossier,https://www.fragrantica.com/perfume/Dossier/Citrus-Ginger-107353.html#cc2593361,for men,"Inspired by Chanel's Bleu de Chanel, Dossier's Citrus Ginger opens with a fresh blend of peppermint, zesty lemon, and spicy ginger. The heart introduces aromatic vetiver, pink pepper, and nutmeg, while the base combines warm sandalwood, incense, and cedarwood for a sophisticated woody finish. This fragrance presents a clean, masculine profile emphasizing timeless elegance through its balanced citrus and aromatic composition.","Peppermint, Ginger, Lemon","Pink Pepper, Vetiver, Nutmeg","Sandalwood, Cedarwood, Incense","{""woody"": 10.0, ""fresh spicy"": 8.7, ""aromatic"": 7.8, ""citrus"": 6.0, ""green"": 6.0, ""amber"": 5.2, ""warm spicy"": 5.0, ""smoky"": 5.0, ""powdery"": 5.0, ""fresh"": 4.8}","{""female"": 0, ""more_female"": 0, ""unisex"": 0, ""more_male"": 2, ""male"": 0}","{""winter"": 0.0, ""spring"": 100.0, ""summer"": 100.0, ""fall"": 100.0, ""day"": 100.0, ""night"": 100.0}","{""way overpriced"": 0, ""overpriced"": 0, ""ok"": 0, ""good value"": 1, ""great value"": 1}",https://fimgs.net/mdimg/perfume/375x500.107353.jpg,40.19,50
Club de Nuit Precieux Armaf,https://www.fragrantica.com/perfume/Armaf/Club-de-Nuit-Precieux-93272.html,unisex,"Warmth-enabling, Precieux embodies finesse and verve that transcends the conventional. This chypre amber fragrance is intelligently created with attention to detail. Honor the magic of uniquely clubbed zingy, spicy, and woody tones.","Pineapple, Lemon, Bergamot, Caramel, Pear, Pink Pepper, Black Pepper","oak moss, White Wood, Jasmine, Anise, Lily of the Valley","Ambroxan, Amber, Patchouli, White Musk, Vanilla, Leather, Cedar","{""sweet"": 10.0, ""citrus"": 9.2, ""fruity"": 8.9, ""woody"": 8.6, ""amber"": 8.1, ""musky"": 7.2, ""fresh"": 6.1, ""fresh spicy"": 5.7, ""caramel"": 5.6, ""mossy"": 5.4}","{""female"": 15, ""more_female"": 4, ""unisex"": 52, ""more_male"": 175, ""male"": 546}","{""winter"": 85.29, ""spring"": 100.0, ""summer"": 83.09, ""fall"": 97.65, ""day"": 92.79, ""night"": 95.29}","{""way overpriced"": 43, ""overpriced"": 95, ""ok"": 259, ""good value"": 273, ""great value"": 105}",https://fimgs.net/mdimg/perfume-thumbs/375x500.93272.jpg,40.03,50
Coffee Break Maison Martin Margiela,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Coffee-Break-55926.html,unisex,"Coffee Break immediately immerses you in the cosy ambience of a charming café. Aromas of roasted Arabica beans, fine desserts garnished with lavender blossoms and frothed milk cream unite to create a delightfully pleasurable fragrance that envelops you in a relaxing way.

Coffee Break evokes the memory of a break from a bustling city at a warm coffee shop at a freezing winter day.  A comforting and cozy break over a creamy coffee, savoring hot pastries. The sensation of milk froth on your lips, the soft sound of the coffee machine are encapsulated in this new REPLICA fragrance Coffee Break is composed of addictive notes of coffee soflty blended with the tenderness of aromatic lavender. A unique milky and hot addiction to recall a moment of pure cozyness.","Pepper, Orange Blossom, Patchouli","Lavender, Coffee, Milk, Tonka Bean, Siam Benzoin, Cypriol Oil or Nagarmotha","Vanilla, Cedar, Vetiver","{""lavender"": 10.0, ""vanilla"": 9.0, ""coffee"": 8.3, ""warm spicy"": 8.1, ""aromatic"": 7.6, ""lactonic"": 7.2, ""fresh spicy"": 6.3, ""woody"": 5.9, ""sweet"": 5.9, ""amber"": 5.4}","{""female"": 235, ""more_female"": 634, ""unisex"": 1595, ""more_male"": 237, ""male"": 66}","{""winter"": 78.68, ""spring"": 41.01, ""summer"": 15.88, ""fall"": 100.0, ""day"": 79.08, ""night"": 45.14}","{""way overpriced"": 152, ""overpriced"": 713, ""ok"": 1149, ""good value"": 229, ""great value"": 29}",https://fimgs.net/mdimg/perfume/375x500.55926.jpg,36.0,50
Cool Water Davidoff,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,for men,"Cool Water is fresh and sharp, simple and very masculine. Top notes include mint and green nuances, lavender, coriander and rosemary. The heart notes include geranium, neroli, jasmine and sandalwood. The base is composed of cedarwood, musk, amber and tobacco. It was created by Pierre Bourdon in 1988.","Sea water, Lavender, Mint, Rosemary, Calone, Coriander","Sandalwood, Neroli, Geranium, Jasmine","Musk, Oakmoss, Cedar, Tobacco, Ambergris","{""aromatic"": 10.0, ""green"": 7.2, ""marine"": 6.9, ""fresh spicy"": 6.4, ""lavender"": 5.5, ""woody"": 5.2, ""salty"": 4.6}","{""female"": 35, ""more_female"": 12, ""unisex"": 482, ""more_male"": 1912, ""male"": 5286}","{""winter"": 10.81, ""spring"": 69.51, ""summer"": 100.0, ""fall"": 22.42, ""day"": 93.77, ""night"": 21.45}","{""way overpriced"": 99, ""overpriced"": 150, ""ok"": 914, ""good value"": 2609, ""great value"": 3652}",https://fimgs.net/mdimg/perfume-thumbs/375x500.507.jpg,33.77,200
Cosmic 2.0 Kylie Cosmetics,https://www.fragrantica.com/perfume/Kylie-Cosmetics/Cosmic-2-0-103467.html#cc2593354,for women,"Embody the essence of dawn with the second fragrance in the cosmic universe. cosmic kylie jenner 2.0, the floral amber sister to the original cosmic, envelops you in fresh, bright, and sweet notes grounded in a warm amber base. this captivating fragrance is housed in a chrome edition of our original sculptural bottle and is formed to fit perfectly in the palm of your hand.

Opening: pear accord and pink pepper essence Heart: vanilla orchid accord and lavender essence Base: amber accord and sandalwood accord","Pear, Pink Pepper","Vanilla Orchid, Lavender","Amber, Sandalwood","{""sweet"": 10.0, ""amber"": 8.6, ""floral"": 8.3, ""powdery"": 8.3, ""fruity"": 8.0, ""woody"": 7.7, ""lavender"": 6.6, ""soft spicy"": 6.0, ""aquatic"": 5.7, ""fresh"": 5.0}","{""female"": 101, ""more_female"": 36, ""unisex"": 10, ""more_male"": 0, ""male"": 3}","{""winter"": 34.43, ""spring"": 100.0, ""summer"": 63.11, ""fall"": 59.84, ""day"": 88.52, ""night"": 35.25}","{""way overpriced"": 8, ""overpriced"": 7, ""ok"": 48, ""good value"": 57, ""great value"": 13}",https://fimgs.net/mdimg/perfume/375x500.103467.jpg,34.09,100
Crystal Noir Versace,https://www.fragrantica.com/perfume/Versace/Crystal-Noir-631.html,for women,"According to Donatella Versace, Crystal Noir is a rare essence, sensual and delicate. The central note of the composition is mysterious gardenia, fresh, sensual, luminous and creamy, reproduced by 'headspace' technology. Oriental and musk in the base make the scent dark and mysterious, very sensual and distinct. The fragrance was created by Antoine Lie in 2004.","Pepper, Ginger, Cardamom","Coconut, Gardenia, Orange Blossom, Peony","Sandalwood, Musk, Amber","{""fresh spicy"": 10.0, ""warm spicy"": 9.3, ""white floral"": 9.1, ""coconut"": 8.4, ""lactonic"": 6.7, ""woody"": 6.2, ""powdery"": 6.2, ""sweet"": 5.9, ""fresh"": 5.9, ""musky"": 5.4}","{""female"": 3728, ""more_female"": 1251, ""unisex"": 577, ""more_male"": 51, ""male"": 27}","{""winter"": 86.18, ""spring"": 29.69, ""summer"": 26.15, ""fall"": 76.73, ""day"": 39.48, ""night"": 100.0}","{""way overpriced"": 146, ""overpriced"": 599, ""ok"": 2622, ""good value"": 1346, ""great value"": 339}",https://fimgs.net/mdimg/perfume/375x500.631.jpg,33.64,50
Daisy Marc Jacobs,https://www.fragrantica.com/perfume/Marc-Jacobs/Daisy-1361.html,for women,"Daisy is a sparkly floral-woody fragrance, fresh and feminine at the same time. It is devoted to a sophisticated, seductive, and dazzling woman, which at the same time strives to simplicity. It is captured in a lovely bottle decorated with daisy flowers on the top. Creator of this fragrance is Alberto Morillas.

Charming Daisy fragrance caresses with the fruity strawberry notes, intensive green aroma of violet leaf and sparkling spicy pink grapefruit. Its heart beats in floral rhythm, composed of silky and intoxicating gardenia, delicate violet, and jasmine petals. The powdery soft dry down is composed of white woods, vanilla and musk.

Daisy comes as Eau de Toilette in 50m and 100ml bottles, and is accompanied by shower gel, body lotion and body butter.","Violet Leaf, Blood Grapefruit, Strawberry","Violet, Gardenia, Jasmine","Musk, White Woods, Vanilla","{""white floral"": 10.0, ""ozonic"": 9.7, ""powdery"": 8.4, ""violet"": 8.1, ""citrus"": 8.0, ""aquatic"": 7.9, ""fruity"": 6.9, ""sweet"": 6.3, ""woody"": 6.0, ""musky"": 5.9}","{""female"": 2152, ""more_female"": 299, ""unisex"": 75, ""more_male"": 6, ""male"": 2}","{""winter"": 9.55, ""spring"": 91.14, ""summer"": 71.38, ""fall"": 17.55, ""day"": 100.0, ""night"": 11.15}","{""way overpriced"": 113, ""overpriced"": 462, ""ok"": 1144, ""good value"": 455, ""great value"": 61}",https://fimgs.net/mdimg/perfume-thumbs/375x500.1361.jpg,41.29,50
Delina Exclusif Parfums de Marly,https://www.fragrantica.com/perfume/Parfums-de-Marly/Delina-Exclusif-50370.html,for women,"""Delina Exclusif is the full quintessence of Delina. Some will detect a suede-gloved, slightly milky rose; others a floral bouquet good enough to eat with scattered delicious hints of peach, apricot and lychee. After an opening of bergamot/pear/lychee, the Turkish rose takes on a veiling of incense and suggestions of burning oud before nestling into a soft bed of woody, amber and vanilla notes. All the mystery of the orient is here, in this luxurious concentration of seduction that carries a powerful sensual charge."" - a note from the brand.","Litchi, Pear, Bergamot, Grapefruit, Pink Pepper","Turkish Rose, Agarwood (Oud), Incense","Vanilla, Amber, Musk, Vetiver, Evernyl","{""rose"": 10.0, ""fruity"": 8.6, ""vanilla"": 8.1, ""amber"": 7.4, ""tropical"": 6.0, ""fresh"": 5.9, ""sweet"": 5.5, ""woody"": 5.4, ""oud"": 5.3, ""floral"": 5.3}","{""female"": 2503, ""more_female"": 250, ""unisex"": 98, ""more_male"": 13, ""male"": 24}","{""winter"": 90.91, ""spring"": 100.0, ""summer"": 56.5, ""fall"": 94.54, ""day"": 97.25, ""night"": 88.74}","{""way overpriced"": 987, ""overpriced"": 980, ""ok"": 666, ""good value"": 138, ""great value"": 74}",https://fimgs.net/mdimg/perfume/375x500.50370.jpg,38.0,100
Devotion Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-84951.html,for women,"Devotion  is a celebration of the irresistible Italian dessert, panettone, and its delectable aromas. With top notes of candied lemon, a heart of orange blossom, and a base of vanilla, it's an enchanting gourmand blend, said Olivier Cresp.",Candied Lemon,"Panacotta, Orange Blossom, Rum",Vanilla,"{""vanilla"": 10.0, ""sweet"": 9.1, ""white floral"": 6.5, ""lactonic"": 5.1, ""powdery"": 5.1, ""rum"": 5.0, ""citrus"": 4.7}","{""female"": 3433, ""more_female"": 748, ""unisex"": 296, ""more_male"": 21, ""male"": 24}","{""winter"": 94.29, ""spring"": 70.64, ""summer"": 50.69, ""fall"": 100.0, ""day"": 96.2, ""night"": 62.5}","{""way overpriced"": 327, ""overpriced"": 1151, ""ok"": 2071, ""good value"": 541, ""great value"": 95}",https://fimgs.net/mdimg/perfume/375x500.84951.jpg,36.43,100
Devotion Intense Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-Intense-96028.html,for women,"Devotion Eau de Parfum Intense is a delicious fragrance that celebrates the noblest values of life, a unique essence sealed with the Sacred Heart. Top notes: hazelnut Middle notes: orange blossom Base notes: vanilla

DOLCE & GABBANA DEVOTION INTENSE EAU DE PARFUM is available as a 30ml, 50ml and 100ml Eau de Parfum Intense.",Hazelnut,Orange Blossom,Vanilla,"{""vanilla"": 10.0, ""nutty"": 9.1, ""white floral"": 8.4, ""sweet"": 7.2, ""woody"": 6.6, ""citrus"": 5.7, ""powdery"": 5.1}","{""female"": 546, ""more_female"": 158, ""unisex"": 73, ""more_male"": 0, ""male"": 11}","{""winter"": 100.0, ""spring"": 45.13, ""summer"": 26.43, ""fall"": 95.98, ""day"": 76.04, ""night"": 74.81}","{""way overpriced"": 58, ""overpriced"": 183, ""ok"": 380, ""good value"": 79, ""great value"": 15}",https://fimgs.net/mdimg/perfume/375x500.96028.jpg,38.92,50
Dior Homme 2020 Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2020-58714.html,for men,"Dior Homme, a powdery iris and woody scent for men, was introduced in the original version in 2005 and then later came the new 2011 version. The 2020 version of Dior Homme Eau de Toilette is announced with the slogan ""I'm Your Man."" The 2011 edition remains on the shelves under the name, Dior Homme Original.

The new Dior Homme is created by Dior in-house perfumer Francois Demachy who wanted to redefine masculine sensuality. The fragrance is intensely woody, warm, and sensual. A virile accord of Atlas cedar and the warmth of cashmere wood are pampered with spicy aromas.

""This new Dior Homme has an unmistakably virile signature that does not prevent it from developing tender, sensual accents. It basically draws the portrait of a modern man."" François Demachy, Dior Perfumer-Creator

According to the perfumer, this is a fragrance overdosed with carnal woody notes, and it represents a return to the basics: classic and simplicity. It is clear, clean, gentle, and woody but also slightly sweet, and wears like a second skin.

The new bottle follows the architectural design of its predecessors, with a more prominent logo and perfume name on the plug. The face of the advertising campaign remains actor Robert Pattinson.

Dior Homme is available as a 50 and 100 ml Eau de Toilette with the accompanying grooming line, now available in new packaging.","Bergamot, Pink Pepper, elemi","Atlas Cedar, Cashmere Wood, Patchouli","Iso E Super, Haitian Vetiver, White Musk","{""woody"": 10.0, ""musky"": 7.3, ""aromatic"": 5.4, ""amber"": 5.2, ""citrus"": 4.7, ""powdery"": 4.4}","{""female"": 48, ""more_female"": 9, ""unisex"": 243, ""more_male"": 1006, ""male"": 3362}","{""winter"": 73.23, ""spring"": 100.0, ""summer"": 82.54, ""fall"": 99.29, ""day"": 97.45, ""night"": 78.8}","{""way overpriced"": 198, ""overpriced"": 834, ""ok"": 2555, ""good value"": 656, ""great value"": 101}",https://fimgs.net/mdimg/perfume/375x500.58714.jpg,35.47,100
Dior Homme Intense 2025 Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2025-101596.html#cc2606357,for men,"Dior Homme Intense 2025 Eau de Parfum has been repackaged, maintaining its original formula. This fragrance exudes grandeur and sophistication, showcasing iris enriched with a captivating amber accent and a sumptuous woody base, leaving a sensual and enduring trail.",Tuscan Iris,Ambrette,Virginia Cedar,"{""iris"": 10.0, ""musky"": 8.5, ""floral"": 7.8, ""powdery"": 7.8, ""woody"": 7.2, ""violet"": 6.5, ""earthy"": 5.8, ""aromatic"": 4.7}","{""female"": 39, ""more_female"": 6, ""unisex"": 51, ""more_male"": 76, ""male"": 75}","{""winter"": 100.0, ""spring"": 61.29, ""summer"": 32.26, ""fall"": 94.84, ""day"": 69.03, ""night"": 93.55}","{""way overpriced"": 67, ""overpriced"": 35, ""ok"": 103, ""good value"": 22, ""great value"": 5}",https://fimgs.net/mdimg/perfume-thumbs/375x500.101596.jpg,38.75,100
